IP,PORT,匿名度,类型,位置,响应速度,最后验证时间
49.94.147.19,3128,透明,HTTP,江苏省 南京市,0.9秒,2015-03-05 07:30:51,
113.66.66.229,808,透明,HTTP,广东省 广州市,3秒,2015-03-05 06:30:48,
49.91.38.191,80,透明,HTTP,江苏省 南京市,3秒,2015-03-05 05:31:01,
163.125.156.13,8888,透明,HTTP,广东省 深圳市,2秒,2015-03-05 04:31:01,
117.10.2.239,9999,透明,HTTP,天津市,3秒,2015-03-05 03:30:40,
60.17.180.164,8080,透明,HTTP,辽宁省 鞍山市,2秒,2015-03-05 02:31:00,
123.163.97.53,9999,透明,HTTP,河南省 鹤壁市,0.8秒,2015-03-05 01:31:01,
112.95.207.189,8888,透明,HTTP,广东省 深圳市,2秒,2015-03-05 00:30:16,
117.37.247.53,80,透明,HTTP,陕西省 西安市,0.4秒,2015-03-04 23:30:55,
183.63.134.140,9797,透明,HTTP,广东省 广州市,1秒,2015-03-04 22:31:00,
121.31.112.85,9797,透明,HTTP,广西壮族自治区桂林市,1秒,2015-03-04 21:31:00,
119.53.183.133,8080,透明,HTTP,吉林省 长春市,2秒,2015-03-04 20:30:33,
36.42.131.47,80,透明,HTTP,陕西省 西安市,0.5秒,2015-03-04 19:31:01,
182.205.14.232,3128,透明,HTTP,辽宁省 沈阳市,2秒,2015-03-04 18:30:38,
113.246.8.116,9999,透明,HTTP,湖南省 长沙市,3秒,2015-03-04 17:30:36,
49.91.0.81,3128,透明,HTTP,江苏省 南京市,2秒,2015-03-04 16:30:55,
49.93.219.45,80,透明,HTTP,江苏省 南京市,0.7秒,2015-03-04 15:30:55,
106.60.28.253,80,透明,HTTP,云南省 昆明市,2秒,2015-03-04 14:31:02,
163.125.144.171,9999,透明,HTTP,广东省 深圳市,0.6秒,2015-03-04 13:30:49,
49.91.35.124,80,透明,HTTP,江苏省 南京市,2秒,2015-03-04 12:30:57,
49.94.31.26,80,透明,HTTP,江苏省 南京市,1秒,2015-03-04 11:30:59,
49.93.37.87,3128,透明,HTTP,江苏省 南京市,3秒,2015-03-04 10:30:53,
49.94.33.248,3128,透明,HTTP,江苏省 南京市,0.4秒,2015-03-04 09:31:01,
113.113.83.129,3128,透明,HTTP,广东省 深圳市,3秒,2015-03-04 08:30:49,
119.87.96.18,80,透明,HTTP,重庆市,2秒,2015-03-04 07:31:00,
49.91.22.145,3128,透明,HTTP,江苏省 南京市,1秒,2015-03-04 06:30:58,
113.76.222.200,9797,透明,HTTP,广东省 珠海市,0.8秒,2015-03-04 05:31:03,
183.53.163.137,9797,透明,HTTP,广东省 珠海市,2秒,2015-03-04 04:30:55,
183.33.159.31,9797,透明,HTTP,广东省 珠海市,1.0秒,2015-03-04 03:30:51,
49.94.3.210,80,透明,HTTP,江苏省 南京市,2秒,2015-03-04 02:30:56,
183.33.13.157,9797,透明,HTTP,广东省 中山市,3秒,2015-03-04 01:31:00,
219.136.135.18,9797,透明,HTTP,广东省 广州市,1秒,2015-03-04 00:31:00,
222.223.204.198,8080,透明,HTTP,河北省 石家庄市,2秒,2015-03-03 23:31:01,
60.27.243.171,9999,透明,HTTP,天津市,1秒,2015-03-03 22:30:42,
163.125.208.43,9999,透明,HTTP,广东省 深圳市,2秒,2015-03-03 21:31:00,
49.91.35.80,3128,透明,HTTP,江苏省 南京市,0.6秒,2015-03-03 20:30:59,
119.103.91.226,80,透明,HTTP,湖北省 武汉市,3秒,2015-03-03 19:30:58,
36.61.188.58,80,透明,HTTP,安徽省 合肥市,0.6秒,2015-03-03 18:30:40,
49.93.17.251,3128,透明,HTTP,江苏省 南京市,1秒,2015-03-03 17:31:00,
49.94.20.213,3128,透明,HTTP,江苏省 南京市,2秒,2015-03-03 16:30:55,
49.90.41.9,3128,透明,HTTP,江苏省 南京市,2秒,2015-03-03 15:30:55,
113.66.147.128,9000,透明,HTTP,广东省 广州市,3秒,2015-03-03 14:30:51,
112.95.206.88,8888,透明,HTTP,广东省 深圳市,1秒,2015-03-03 13:30:52,
49.94.130.48,80,透明,HTTP,江苏省 南京市,2秒,2015-03-03 12:30:51,
49.90.26.77,3128,透明,HTTP,江苏省 南京市,2秒,2015-03-03 11:31:00,
122.225.117.26,80,透明,HTTP,浙江省 湖州市,1秒,2015-03-03 10:31:00,
61.175.207.131,9797,透明,HTTP,浙江省 温州市,2秒,2015-03-03 09:31:01,
49.91.35.53,80,透明,HTTP,江苏省 南京市,2秒,2015-03-03 08:30:46,
14.115.125.72,9797,透明,HTTP,广东省 中山市,1秒,2015-03-03 07:31:01,
49.93.217.158,3128,透明,HTTP,江苏省 南京市,0.6秒,2015-03-03 06:31:03,
49.90.35.185,3128,透明,HTTP,江苏省 南京市,0.5秒,2015-03-03 05:31:00,
49.94.2.49,3128,透明,HTTP,江苏省 南京市,2秒,2015-03-03 04:30:48,
113.104.7.105,9000,透明,HTTP,广东省 东莞市,0.8秒,2015-03-03 03:30:45,
58.62.55.170,9797,透明,HTTP,广东省 广州市,2秒,2015-03-03 02:30:38,
14.21.217.72,9999,透明,HTTP,广东省,3秒,2015-03-03 01:30:50,
112.95.34.35,9797,透明,HTTP,广东省 深圳市,3秒,2015-03-03 00:31:01,
219.131.244.200,9999,透明,HTTP,广东省 珠海市,3秒,2015-03-02 23:30:59,
112.95.206.97,8888,透明,HTTP,广东省 深圳市,3秒,2015-03-02 22:31:00,
49.90.18.116,3128,透明,HTTP,江苏省 南京市,3秒,2015-03-02 21:30:44,
49.90.7.181,80,透明,HTTP,江苏省 南京市,0.6秒,2015-03-02 20:30:59,
163.125.144.128,9999,透明,HTTP,广东省 深圳市,2秒,2015-03-02 19:30:50,
14.25.31.48,3128,透明,HTTP,广东省 广州市,3秒,2015-03-02 18:30:59,
119.103.36.192,3128,透明,HTTP,湖北省 武汉市,0.9秒,2015-03-02 17:31:01,
163.125.116.159,9797,透明,HTTP,广东省 深圳市,1秒,2015-03-02 16:30:59,
49.94.21.190,3128,透明,HTTP,江苏省 南京市,3秒,2015-03-02 15:31:01,
183.14.44.255,9000,透明,HTTP,广东省 深圳市,2秒,2015-03-02 14:31:00,
163.125.98.190,9999,透明,HTTP,广东省 深圳市,2秒,2015-03-02 13:31:01,
49.93.37.140,80,透明,HTTP,江苏省 南京市,1秒,2015-03-02 12:30:59,
110.176.4.43,80,透明,HTTP,山西省 太原市,2秒,2015-03-02 11:30:50,
113.80.37.76,9797,透明,HTTP,广东省 东莞市,2秒,2015-03-02 10:31:01,
106.33.236.13,80,透明,HTTP,河南省 郑州市,2秒,2015-03-02 09:31:01,
219.131.247.150,9999,透明,HTTP,广东省 珠海市,2秒,2015-03-02 08:30:48,
49.93.6.101,80,透明,HTTP,江苏省 南京市,0.5秒,2015-03-02 07:31:01,
119.125.124.201,9797,透明,HTTP,广东省 梅州市,1.0秒,2015-03-02 06:31:00,
14.21.217.40,9999,透明,HTTP,广东省,0.8秒,2015-03-02 05:31:02,
218.18.18.7,9999,透明,HTTP,广东省 深圳市,1秒,2015-03-02 04:30:31,
119.167.78.42,9797,透明,HTTP,山东省 青岛市,1秒,2015-03-02 03:30:46,
116.7.25.201,9797,透明,HTTP,广东省 深圳市,3秒,2015-03-02 02:30:51,
121.34.180.60,9999,透明,HTTP,广东省 深圳市,1秒,2015-03-02 01:31:00,
49.90.28.74,80,透明,HTTP,江苏省 南京市,3秒,2015-03-02 00:31:00,
106.16.182.31,80,透明,HTTP,湖南省 长沙市,3秒,2015-03-01 23:30:45,
219.137.148.223,9797,透明,HTTP,广东省 广州市,0.9秒,2015-03-01 22:31:00,
49.93.223.138,80,透明,HTTP,江苏省 南京市,2秒,2015-03-01 21:30:57,
49.93.31.199,3128,透明,HTTP,江苏省 南京市,1秒,2015-03-01 20:30:56,
49.90.12.107,80,透明,HTTP,江苏省 南京市,3秒,2015-03-01 19:30:58,
113.113.83.230,3128,透明,HTTP,广东省 深圳市,2秒,2015-03-01 18:30:52,
223.15.252.16,80,透明,HTTP,山西省 太原市,0.7秒,2015-03-01 17:30:24,
49.94.17.34,3128,透明,HTTP,江苏省 南京市,1秒,2015-03-01 16:31:01,
163.125.218.137,9999,透明,HTTP,广东省 深圳市,0.3秒,2015-03-01 15:31:01,
113.141.129.3,3128,透明,HTTP,陕西省 西安市,1秒,2015-03-01 14:30:57,
49.94.13.164,3128,透明,HTTP,江苏省 南京市,0.7秒,2015-03-01 13:30:57,
49.90.2.184,3128,透明,HTTP,江苏省 南京市,3秒,2015-03-01 12:31:01,
121.8.82.90,9999,透明,HTTP,广东省 广州市,3秒,2015-03-01 11:30:57,
49.91.9.157,3128,透明,HTTP,江苏省 南京市,0.6秒,2015-03-01 10:31:01,
110.176.69.181,3128,透明,HTTP,山西省 太原市,3秒,2015-03-01 09:31:00,
49.91.43.197,80,透明,HTTP,江苏省 南京市,0.4秒,2015-03-01 08:31:00,
124.115.211.30,9999,透明,HTTP,陕西省 咸阳市,2秒,2015-03-01 07:31:02,
120.236.141.230,9797,透明,HTTP,广东省 广州市,2秒,2015-03-01 06:30:58,
119.141.101.129,9797,透明,HTTP,广东省 东莞市,0.4秒,2015-03-01 05:30:54,
27.149.26.36,3128,透明,HTTP,福建省 福州市,0.8秒,2015-03-01 04:30:39,
58.50.220.10,9999,透明,HTTP,湖北省 宜昌市,0.7秒,2015-03-01 03:30:59,
122.72.22.199,80,透明,HTTP,,1秒,2015-03-01 02:30:50,
113.119.217.91,9797,透明,HTTP,广东省 广州市,1秒,2015-03-01 01:30:31,
49.93.34.72,3128,透明,HTTP,江苏省 南京市,3秒,2015-03-01 00:30:59,
219.136.231.6,9797,透明,HTTP,广东省 广州市,2秒,2015-02-28 23:30:52,
49.93.28.208,80,透明,HTTP,江苏省 南京市,2秒,2015-02-28 22:30:58,
223.15.42.83,80,透明,HTTP,山西省 太原市,3秒,2015-02-28 21:30:54,
163.125.116.149,9797,透明,HTTP,广东省 深圳市,3秒,2015-02-28 20:30:59,
106.17.108.124,80,透明,HTTP,湖南省 长沙市,1.0秒,2015-02-28 19:31:01,
49.91.10.227,80,透明,HTTP,江苏省 南京市,2秒,2015-02-28 18:30:59,
106.58.201.254,80,透明,HTTP,云南省 昆明市,2秒,2015-02-28 17:31:01,
163.125.116.81,9999,透明,HTTP,广东省 深圳市,1秒,2015-02-28 16:30:53,
123.234.251.115,9999,透明,HTTP,山东省 青岛市,1秒,2015-02-28 15:31:01,
36.43.128.118,80,透明,HTTP,陕西省 西安市,2秒,2015-02-28 14:30:50,
36.42.162.150,80,透明,HTTP,陕西省 西安市,2秒,2015-02-28 13:30:47,
106.58.139.112,80,透明,HTTP,云南省 昆明市,2秒,2015-02-28 12:30:55,
49.90.25.176,80,透明,HTTP,江苏省 南京市,3秒,2015-02-28 11:30:53,
119.186.92.209,9797,透明,HTTP,山东省 日照市,0.4秒,2015-02-28 10:31:02,
49.93.206.249,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-28 09:31:00,
113.200.27.83,9000,透明,HTTP,陕西省 西安市,2秒,2015-02-28 08:30:50,
49.94.146.38,80,透明,HTTP,江苏省 南京市,1秒,2015-02-28 07:30:59,
113.81.231.129,9999,透明,HTTP,广东省 深圳市,1秒,2015-02-28 06:30:54,
36.42.163.34,3128,透明,HTTP,陕西省 西安市,2秒,2015-02-28 05:30:58,
163.125.158.106,8888,透明,HTTP,广东省 深圳市,3秒,2015-02-28 04:30:28,
114.44.182.189,8080,透明,HTTP,台湾省,3秒,2015-02-28 03:30:30,
14.221.111.33,9797,透明,HTTP,广东省 东莞市,0.9秒,2015-02-28 02:30:53,
14.218.187.241,9797,透明,HTTP,广东省 东莞市,0.8秒,2015-02-28 01:30:33,
49.93.195.30,80,透明,HTTP,江苏省 南京市,3秒,2015-02-28 00:30:40,
58.61.43.74,9999,透明,HTTP,广东省 深圳市,2秒,2015-02-27 23:30:41,
117.39.173.64,80,透明,HTTP,陕西省 西安市,3秒,2015-02-27 22:31:01,
106.34.224.55,80,透明,HTTP,河南省 郑州市,1秒,2015-02-27 21:30:57,
49.93.212.48,80,透明,HTTP,江苏省 南京市,1秒,2015-02-27 20:30:57,
49.94.30.195,3128,透明,HTTP,江苏省 南京市,1秒,2015-02-27 19:30:53,
110.176.213.171,80,透明,HTTP,山西省 太原市,3秒,2015-02-27 18:30:53,
116.21.38.233,3128,透明,HTTP,广东省 广州市,2秒,2015-02-27 17:30:54,
171.219.250.39,80,透明,HTTP,四川省 成都市,2秒,2015-02-27 16:30:37,
49.94.27.196,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-27 15:31:01,
49.91.9.56,3128,透明,HTTP,江苏省 南京市,0.5秒,2015-02-27 14:31:00,
49.90.3.140,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-27 13:31:00,
113.76.50.221,9797,透明,HTTP,广东省 珠海市,2秒,2015-02-27 12:31:01,
112.95.204.28,8888,透明,HTTP,广东省 深圳市,1秒,2015-02-27 11:30:57,
113.27.147.237,80,透明,HTTP,山西省 太原市,3秒,2015-02-27 10:30:59,
49.94.138.86,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-27 09:30:45,
106.58.162.84,80,透明,HTTP,云南省 昆明市,1秒,2015-02-27 08:31:01,
113.140.104.74,80,透明,HTTP,陕西省 西安市,3秒,2015-02-27 07:30:49,
182.206.113.78,80,透明,HTTP,辽宁省 沈阳市,1秒,2015-02-27 06:31:00,
113.81.231.129,9999,透明,HTTP,广东省 深圳市,1秒,2015-02-27 05:30:22,
121.31.112.88,9797,透明,HTTP,广西壮族自治区桂林市,2秒,2015-02-27 04:30:54,
49.93.16.8,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-27 03:30:44,
183.45.95.29,9999,透明,HTTP,广东省 珠海市,2秒,2015-02-27 02:30:55,
119.103.35.195,3128,透明,HTTP,湖北省 武汉市,0.5秒,2015-02-27 01:30:54,
49.94.141.44,3128,透明,HTTP,江苏省 南京市,0.3秒,2015-02-27 00:30:59,
183.233.129.80,9000,透明,HTTP,广东省 广州市,1秒,2015-02-26 23:31:01,
183.23.231.10,9999,透明,HTTP,广东省 东莞市,1.0秒,2015-02-26 22:30:55,
49.93.4.205,80,透明,HTTP,江苏省 南京市,3秒,2015-02-26 21:31:01,
112.95.207.236,8888,透明,HTTP,广东省 深圳市,2秒,2015-02-26 20:31:01,
119.87.202.51,80,透明,HTTP,重庆市,0.5秒,2015-02-26 19:30:53,
49.93.161.18,80,透明,HTTP,江苏省 南京市,0.9秒,2015-02-26 18:31:01,
121.8.69.107,9797,透明,HTTP,广东省 广州市,2秒,2015-02-26 17:30:54,
117.39.168.133,3128,透明,HTTP,陕西省 西安市,0.4秒,2015-02-26 16:31:01,
218.26.219.169,9999,透明,HTTP,山西省 临汾市,2秒,2015-02-26 15:31:01,
49.93.207.210,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-26 14:31:00,
49.91.11.46,3128,透明,HTTP,江苏省 南京市,0.5秒,2015-02-26 13:30:56,
49.91.25.101,3128,透明,HTTP,江苏省 南京市,3秒,2015-02-26 12:30:59,
49.94.141.185,3128,透明,HTTP,江苏省 南京市,1秒,2015-02-26 11:31:01,
42.97.169.44,80,透明,HTTP,吉林省 长春市,0.6秒,2015-02-26 10:30:26,
49.90.40.50,3128,透明,HTTP,江苏省 南京市,3秒,2015-02-26 09:31:01,
49.94.149.157,80,透明,HTTP,江苏省 南京市,3秒,2015-02-26 08:31:01,
49.90.29.22,3128,透明,HTTP,江苏省 南京市,1秒,2015-02-26 07:30:50,
49.93.18.101,80,透明,HTTP,江苏省 南京市,0.3秒,2015-02-26 06:30:48,
49.93.216.223,80,透明,HTTP,江苏省 南京市,0.8秒,2015-02-26 05:30:56,
59.41.251.33,9797,透明,HTTP,广东省 广州市,2秒,2015-02-26 04:30:44,
183.23.65.98,9999,透明,HTTP,广东省 东莞市,3秒,2015-02-26 03:30:58,
49.93.228.139,3128,透明,HTTP,江苏省 南京市,1秒,2015-02-26 02:30:30,
183.33.50.92,9797,透明,HTTP,广东省 中山市,1秒,2015-02-26 01:30:54,
36.60.164.54,80,透明,HTTP,安徽省 合肥市,3秒,2015-02-26 00:30:32,
218.19.185.183,9797,透明,HTTP,广东省 广州市,1秒,2015-02-25 23:30:49,
219.137.229.141,9797,透明,HTTP,广东省 广州市,3秒,2015-02-25 22:30:52,
59.41.61.100,9797,透明,HTTP,广东省 广州市,0.8秒,2015-02-25 21:30:56,
106.60.13.214,80,透明,HTTP,云南省 昆明市,1秒,2015-02-25 20:30:48,
49.94.159.93,80,透明,HTTP,江苏省 南京市,3秒,2015-02-25 19:30:57,
58.249.55.222,9797,透明,HTTP,广东省 广州市,3秒,2015-02-25 18:31:01,
163.125.71.99,8888,透明,HTTP,广东省 深圳市,1秒,2015-02-25 17:30:51,
123.167.29.158,80,透明,HTTP,黑龙江省 哈尔滨市,3秒,2015-02-25 16:30:58,
110.176.177.196,3128,透明,HTTP,山西省 太原市,3秒,2015-02-25 15:30:56,
58.61.6.122,9999,透明,HTTP,广东省 深圳市,2秒,2015-02-25 14:30:47,
163.125.217.238,9999,透明,HTTP,广东省 深圳市,3秒,2015-02-25 13:30:56,
49.93.217.81,80,透明,HTTP,江苏省 南京市,2秒,2015-02-25 12:31:00,
49.91.44.166,3128,透明,HTTP,江苏省 南京市,1秒,2015-02-25 11:31:01,
221.204.103.68,9797,透明,HTTP,山西省 太原市,1秒,2015-02-25 10:30:57,
49.91.15.124,3128,透明,HTTP,江苏省 南京市,0.8秒,2015-02-25 09:31:00,
49.93.233.36,80,透明,HTTP,江苏省 南京市,0.9秒,2015-02-25 08:31:02,
14.117.53.146,9999,透明,HTTP,广东省 珠海市,2秒,2015-02-25 07:30:57,
183.57.82.74,8081,透明,HTTP,广东省 佛山市,0.9秒,2015-02-25 06:30:52,
120.197.53.199,9797,透明,HTTP,广东省 广州市,1秒,2015-02-25 05:30:58,
218.19.184.24,9797,透明,HTTP,广东省 广州市,1秒,2015-02-25 04:30:58,
113.76.50.11,9999,透明,HTTP,广东省 珠海市,3秒,2015-02-25 03:30:02,
219.131.242.155,9999,透明,HTTP,广东省 珠海市,2秒,2015-02-25 02:30:33,
221.237.154.57,9797,透明,HTTP,四川省 成都市,0.9秒,2015-02-25 01:30:56,
221.193.255.18,9797,透明,HTTP,河北省 邯郸市,3秒,2015-02-25 00:30:52,
49.94.12.123,3128,透明,HTTP,江苏省 南京市,0.4秒,2015-02-24 23:31:01,
49.90.19.27,80,透明,HTTP,江苏省 南京市,1秒,2015-02-24 22:31:01,
58.63.152.98,9797,透明,HTTP,广东省 广州市,2秒,2015-02-24 21:30:59,
49.93.199.133,80,透明,HTTP,江苏省 南京市,3秒,2015-02-24 20:31:01,
49.94.151.186,3128,透明,HTTP,江苏省 南京市,3秒,2015-02-24 19:31:01,
163.125.19.150,8888,透明,HTTP,广东省 深圳市,2秒,2015-02-24 18:31:00,
14.145.6.10,9797,透明,HTTP,广东省 广州市,0.4秒,2015-02-24 17:31:01,
49.90.34.156,80,透明,HTTP,江苏省 南京市,2秒,2015-02-24 16:31:00,
49.93.210.131,3128,透明,HTTP,江苏省 南京市,0.4秒,2015-02-24 15:31:01,
49.93.198.98,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-24 14:30:49,
49.93.208.219,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-24 13:30:59,
36.41.32.200,3128,透明,HTTP,陕西省 西安市,1秒,2015-02-24 12:31:00,
114.44.186.91,8080,透明,HTTP,台湾省,3秒,2015-02-24 11:30:58,
49.94.12.184,80,透明,HTTP,江苏省 南京市,0.5秒,2015-02-24 10:30:52,
49.93.231.154,80,透明,HTTP,江苏省 南京市,3秒,2015-02-24 09:30:57,
113.113.7.123,3128,透明,HTTP,广东省 深圳市,0.6秒,2015-02-24 08:31:01,
49.91.16.102,80,透明,HTTP,江苏省 南京市,2秒,2015-02-24 07:30:59,
111.197.139.2,9999,透明,HTTP,北京市,1秒,2015-02-24 06:30:57,
113.112.10.45,3128,透明,HTTP,广东省 广州市,0.7秒,2015-02-24 05:30:50,
27.188.77.178,9999,透明,HTTP,河北省 邯郸市,3秒,2015-02-24 04:30:23,
49.94.37.182,3128,透明,HTTP,江苏省 南京市,1秒,2015-02-24 03:30:47,
116.22.65.170,9999,透明,HTTP,广东省 广州市,1秒,2015-02-24 02:30:29,
117.158.1.210,9797,透明,HTTP,河南省 郑州市,2秒,2015-02-24 01:30:35,
183.31.216.198,9797,透明,HTTP,广东省 珠海市,1秒,2015-02-24 00:30:51,
183.33.14.202,9797,透明,HTTP,广东省 中山市,3秒,2015-02-23 23:31:01,
106.58.249.134,80,透明,HTTP,云南省 昆明市,3秒,2015-02-23 22:31:00,
123.117.82.27,9000,透明,HTTP,北京市,1秒,2015-02-23 21:31:01,
106.58.66.154,80,透明,HTTP,云南省 昆明市,0.7秒,2015-02-23 20:30:33,
58.249.55.222,9797,透明,HTTP,广东省 广州市,2秒,2015-02-23 19:31:01,
120.9.188.100,9999,透明,HTTP,河北省 邯郸市,3秒,2015-02-23 18:30:40,
49.93.222.131,80,透明,HTTP,江苏省 南京市,3秒,2015-02-23 17:31:00,
49.94.29.158,80,透明,HTTP,江苏省 南京市,3秒,2015-02-23 16:30:43,
49.93.7.12,3128,透明,HTTP,江苏省 南京市,3秒,2015-02-23 15:30:45,
113.112.110.191,3128,透明,HTTP,广东省 广州市,3秒,2015-02-23 14:30:48,
49.94.144.68,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-23 13:30:53,
183.60.44.136,88,透明,HTTP,广东省 中山市,1.0秒,2015-02-23 12:31:01,
117.37.246.33,80,透明,HTTP,陕西省 西安市,0.7秒,2015-02-23 11:30:54,
106.58.179.71,80,透明,HTTP,云南省 昆明市,2秒,2015-02-23 10:30:58,
110.176.2.31,3128,透明,HTTP,山西省 太原市,2秒,2015-02-23 09:30:58,
49.90.2.133,80,透明,HTTP,江苏省 南京市,2秒,2015-02-23 08:31:01,
106.33.134.12,80,透明,HTTP,河南省 郑州市,2秒,2015-02-23 07:30:46,
106.58.74.189,80,透明,HTTP,云南省 昆明市,0.9秒,2015-02-23 06:31:00,
49.94.1.222,80,透明,HTTP,江苏省 南京市,2秒,2015-02-23 05:30:58,
183.43.95.190,3128,透明,HTTP,广东省 广州市,2秒,2015-02-23 04:30:38,
14.145.133.111,9797,透明,HTTP,广东省 广州市,0.9秒,2015-02-23 03:31:00,
222.90.217.101,8080,透明,HTTP,陕西省 西安市,0.5秒,2015-02-23 02:30:55,
116.7.118.29,9797,透明,HTTP,广东省 深圳市,2秒,2015-02-23 01:30:40,
120.197.53.196,9797,透明,HTTP,广东省 广州市,2秒,2015-02-23 00:31:00,
113.17.255.132,80,透明,HTTP,广西壮族自治区南宁市 CDMA全省,3秒,2015-02-22 23:30:32,
59.36.114.55,9797,透明,HTTP,广东省 东莞市,2秒,2015-02-22 22:31:01,
183.45.95.190,9797,透明,HTTP,广东省 珠海市,0.9秒,2015-02-22 21:30:41,
111.192.41.209,9000,透明,HTTP,北京市,3秒,2015-02-22 20:30:54,
163.125.17.228,8888,透明,HTTP,广东省 深圳市,2秒,2015-02-22 19:30:48,
123.234.255.55,9999,透明,HTTP,山东省 青岛市,1秒,2015-02-22 18:31:00,
49.94.34.83,3128,透明,HTTP,江苏省 南京市,1秒,2015-02-22 17:30:59,
120.197.53.195,9797,透明,HTTP,广东省 广州市,3秒,2015-02-22 16:30:55,
113.27.210.208,80,透明,HTTP,山西省 太原市,0.3秒,2015-02-22 15:30:58,
218.19.185.164,9797,透明,HTTP,广东省 广州市,2秒,2015-02-22 14:30:52,
183.48.231.124,9797,透明,HTTP,广东省 佛山市,0.4秒,2015-02-22 13:31:01,
49.93.203.197,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-22 12:31:01,
183.31.251.174,9797,透明,HTTP,广东省 珠海市,0.9秒,2015-02-22 11:31:01,
183.11.136.82,9000,透明,HTTP,广东省 深圳市,2秒,2015-02-22 10:30:57,
113.118.14.150,9999,透明,HTTP,广东省 深圳市,1秒,2015-02-22 09:31:01,
183.31.250.85,9999,透明,HTTP,广东省 珠海市,0.6秒,2015-02-22 08:30:54,
49.93.34.49,80,透明,HTTP,江苏省 南京市,0.6秒,2015-02-22 07:31:01,
49.93.208.131,80,透明,HTTP,江苏省 南京市,1秒,2015-02-22 06:31:00,
113.76.167.124,9797,透明,HTTP,广东省 珠海市,1秒,2015-02-22 05:30:44,
14.114.244.75,9797,透明,HTTP,广东省 中山市,2秒,2015-02-22 04:30:52,
222.244.179.243,9999,透明,HTTP,湖南省 长沙市,0.4秒,2015-02-22 03:30:57,
221.7.151.90,8080,透明,HTTP,广西壮族自治区桂林市,0.4秒,2015-02-22 02:31:00,
14.29.180.94,9999,透明,HTTP,广东省 广州市,1秒,2015-02-22 01:30:42,
163.125.23.244,9999,透明,HTTP,广东省 深圳市,0.9秒,2015-02-22 00:30:59,
58.251.170.75,9999,透明,HTTP,广东省 深圳市,0.7秒,2015-02-21 23:30:41,
106.34.125.204,80,透明,HTTP,河南省 郑州市,2秒,2015-02-21 22:31:01,
219.134.30.63,8888,透明,HTTP,广东省 深圳市,3秒,2015-02-21 21:30:38,
58.251.171.112,9999,透明,HTTP,广东省 深圳市,1秒,2015-02-21 20:30:59,
123.55.79.134,9999,透明,HTTP,河南省 新乡市,3秒,2015-02-21 19:31:00,
101.228.198.209,9999,透明,HTTP,上海市,3秒,2015-02-21 18:30:53,
49.91.45.188,3128,透明,HTTP,江苏省 南京市,2秒,2015-02-21 17:30:49,
49.91.21.85,3128,透明,HTTP,江苏省 南京市,3秒,2015-02-21 16:31:01,
163.125.157.57,8888,透明,HTTP,广东省 深圳市,1秒,2015-02-21 15:30:57,
223.15.209.203,80,透明,HTTP,山西省 太原市,0.9秒,2015-02-21 14:30:47,
113.105.194.119,8080,透明,HTTP,广东省 佛山市,2秒,2015-02-21 13:30:59,
49.90.34.207,80,透明,HTTP,江苏省 南京市,2秒,2015-02-21 12:30:45,
27.46.33.193,9797,透明,HTTP,广东省 深圳市,3秒,2015-02-21 11:31:01,
49.91.44.159,80,透明,HTTP,江苏省 南京市,2秒,2015-02-21 10:30:59,
